1,3,취소하기(Back)
2,6,캐릭터
3,16777215,사용자 1
4,16777214,사용자 2
5,37,행복
6,38,슬픔
7,39,기쁨
8,40,짜증
9,41,외로움
10,42,두려움
11,43,쓸쓸함
12,44,좋아요
13,45,나빠요
14,46,슬퍼요
15,47,화나요
