1,loading,객관식,1,1,F1,1,11
2,alphabat_A,객관식,2,1,F1,1,11
3,alphabat_B,객관식,3,2,F1,1,12
4,alphabat_C,객관식,4,3,F1,1,13
5,alphabat_D,객관식,5,4,F1,1,14
6,alphabat_E,객관식,6,5,F1,1,15
7,alphabat_F,객관식,7,6,F1,1,16
8,alphabat_G,객관식,8,7,F1,1,17
