1,3,취소하기(Back)
2,6,캐릭터
3,16777215,사용자 1
4,16777214,사용자 2
5,11,A
6,12,B
7,13,C
8,14,D
9,15,E
10,16,F
11,17,G
12,18,H
13,19,I
14,20,J
15,21,K
16,22,L
17,23,M
18,24,N
19,25,O
20,26,P
21,27,Q
22,28,R
23,29,S
24,30,T
25,31,U
26,32,V
27,33,W
28,34,X
29,35,Y
30,36,Z
