1,loading,객관식,1,1,F1,1,11
2,좋아요,객관식,2,1,F1,1,11
3,나빠요,객관식,3,2,F1,1,12
4,슬퍼요,객관식,4,3,F2,1,13
5,화나요,객관식,5,4,F2,1,14
6,나빠요,객관식,6,5,B1,1,12
7,슬퍼요,객관식,7,6,F1,1,13
8,화나요,객관식,8,7,END,1,14
