1,loading,객관식,1,1,F1,1,7
2,shape_3,객관식,1,1,F1,1,7
3,shape_4,객관식,2,1,F1,1,8
4,shape_circle,객관식,3,1,F1,1,9
5,shape_star,객관식,4,1,F1,1,10
,,,,,,,
