1,C100_01_001,NOP,1,1,F1,1,
2,C100_01_002,NOP,1,1,F1,1,
3,C100_01_003,객관식,1,1,F1,1,
4,C100_01_004,NOP,1,2,F1,1,
5,C100_01_005,객관식,2,1,F1,1,
6,C100_02_006,NOP,2,2,F1,1,
7,C100_02_007,NOP,2,3,F1,1,
8,C100_02_008,주관식,2,4,F1,1,
9,C100_03_009,NOP,2,5,F1,1,
10,C100_03_010,NOP,3,1,F1,1,
11,C100_03_011,주관식,3,2,F1,1,
12,C100_04_012,NOP,3,3,F1,1,
13,C100_04_013,객관식,4,1,F1,1,노란세모
14,C100_04_014,NOP,5,1,F1,1,
